place,title,time,pay,date
인천 미추홀,윈윈파트너 [인천미추홀구]용현남부점,시간협의,"일급200,000",18분전
충남 논산시,윈윈파트너 윈윈 충남논산지점,시간협의,"월급4,000,000",46분전
충남 계룡시,윈윈파트너 윈윈 충남논산지점,시간협의,"월급4,000,000",46분전
충남 부여군,윈윈파트너 윈윈 충남논산지점,시간협의,"월급4,000,000",46분전
부산 전체,윈윈파트너 [부산남구]대연3호점,09:00~24:00,"일급150,000",53분전
부산 전체,윈윈파트너 [부산남구]대연3호점,09:00~24:00,"일급150,000",53분전
부산 전체,윈윈파트너 [부산남구수영4호점],  :  ~  :  ,"월급3,500,000",1시간전
부산 전체,윈윈파트너 [부산남구수영4호점],  :  ~  :  ,"월급3,500,000",1시간전
서울 마포구,윈윈파트너 마포지점,10:00~03:00,"월급4,500,000",2시간전
서울 마포구,윈윈파트너 마포지점,10:00~03:00,"월급4,500,000",2시간전
서울 마포구,윈윈파트너 마포지점,10:00~03:00,"월급4,500,000",2시간전
서울 은평구,윈윈파트너 [서울은평구]은평1총판,10:00~03:00,"월급4,500,000",2시간전
서울 은평구,윈윈파트너 [서울은평구]은평1총판,10:00~03:00,"월급4,500,000",2시간전
부산 전체,윈윈파트너 윈윈파트너 대연4팀,시간협의,"일급120,000",2시간전
부산 전체,윈윈파트너 윈윈파트너 대연4팀,시간협의,"일급120,000",2시간전
인천 전체,윈윈파트너 [인천미추홀구]용현점,시간협의,"일급250,000",3시간전
부산 전체,윈윈파트너 [부산바다콜1호점],시간협의,"일급150,000",3시간전
부산 전체,윈윈파트너 [부산바다콜1호점],시간협의,"일급150,000",3시간전
부산 전체,윈윈파트너 [부산바다콜2호점],시간협의,"일급150,000",3시간전
부산 전체,윈윈파트너 [부산바다콜2호점],시간협의,"일급150,000",3시간전
부산 전체,윈윈파트너 [부산]TDS3,시간협의,"일급150,000",3시간전
부산 전체,윈윈파트너 [부산]TDS3,시간협의,"일급150,000",3시간전
부산 전체,윈윈파트너 [부산]TDS3,시간협의,"일급150,000",4시간전
부산 남구,윈윈파트너 [부산남구]용당감만점,시간협의,"월급4,500,000",4시간전
부산 남구,윈윈파트너 [부산남구]용당감만점,시간협의,"월급4,500,000",4시간전
부산 전체,윈윈파트너 [부산남구]남구점,시간협의,"건별3,000",4시간전
부산 전체,윈윈파트너 [부산남구]남구점,시간협의,"건별3,000",4시간전
부산 전체,윈윈파트너 [부산남구]남구점,시간협의,"일급150,000",4시간전
부산 연제구,윈윈파트너 [부산연제구]토곡2호점,10:00~02:00,"일급200,000",4시간전
부산 연제구,윈윈파트너 [부산연제구]토곡2호점,10:00~02:00,"일급200,000",4시간전
부산 연제구,윈윈파트너 [부산연제구]토곡2호점,10:00~02:00,"일급200,000",4시간전
인천 전체,윈윈파트너 [인천미추홀구]용현점,시간협의,"일급250,000",4시간전
부산 연제구,윈윈파트너 [부산연제구]아시아드점,시간협의,"일급200,000",5시간전
부산 연제구,윈윈파트너 [부산연제구]아시아드점,시간협의,"일급200,000",5시간전
부산 남구,윈윈파트너 [부산남구]대연1호점,시간협의,"월급3,500,000",5시간전
부산 남구,윈윈파트너 [부산남구]대연1호점,시간협의,"월급3,500,000",5시간전
인천 전체,윈윈파트너 [인천미추홀구]용현점,시간협의,"일급250,000",6시간전
인천 남동구,윈윈파트너 [인천남동구]구월점,시간협의,"일급200,000",21시간전
부산 남구,윈윈파트너 [부산남구]대연2호점,시간협의,"월급4,000,000",02/02
부산 남구,윈윈파트너 [부산남구]대연2호점,시간협의,"월급3,500,000",02/02
