place,title,time,pay,date
서울 중구,(주)신세계푸드 노브랜드버거 서울점,16:30~22:30,"시급8,900",35분전
경기 전체,노브랜드버거 스타필드안성점,17:00~22:30,"시급8,900",1시간전
서울 강남구,주)신세계푸드 노브랜드버거 학동역점,11:00~15:00,"시급8,900",3시간전
서울 관악구,신세계푸드,11:00~23:00,"시급8,900",01/29
