place,title,time,pay,date
강원 원주시,또래오래 원주기업도시점,18:00~22:00,"시급9,000",02/02
강원 원주시,또래오래 원주기업도시점,18:00~22:00,"시급9,000",02/02
강원 원주시,또래오래 원주기업도시점,18:00~22:00,"시급9,000",02/02
강원 원주시,또래오래 원주기업도시점,18:00~22:00,"시급9,000",02/02
경북 안동시,또래오래 송현점,17:30~23:30,"시급8,720",01/23
경북 안동시,또래오래 송현점,17:30~23:30,"시급8,720",01/23
경북 안동시,또래오래 송현점,17:30~23:30,"시급8,720",01/23
경북 안동시,또래오래 송현점,17:30~23:30,"시급8,720",01/23
